Código,Descripción,Categoría,Marca,Cantidad (unidades),Unidades/Bulto,Cantidad (bultos),Costo Unitario (USD),Precio Unitario (USD),Valor Total Costo (USD),Valor Total Venta (USD)
004216,HOJAS DE LAUREL KALDINI 10 GR,VIVERES,nan,72.00,24,3.00,0.8200,1.0900,59.04,78.48
005349,GRANJA CHOCOLATE BLANCO CON LECHE 30 GR,SIN CATEGORIA,GRANJA,72.00,1,72.00,0.8138,0.6022,58.59,43.36
002231,LICOR SECO COCO MAR TUCACAS 1 LT,BODEGON,nan,24.00,12,2.00,2.4400,2.7600,58.56,66.24
002230,LICOR SECO COCO Y PIÑA TUCACAS 1 LT,BODEGON,nan,24.00,12,2.00,2.4400,2.7600,58.56,66.24
004321,CHOCOTRIO COOKIES & CREAM NESTLE 90 GR,GALLETAS,nan,48.00,48,1.00,1.2175,2.3884,58.44,114.64
005133,CARAMELOS MENTA HELADA 400 GR,CONFITERIA,nan,36.00,18,2.00,1.6200,2.1500,58.32,77.40
003470,SALSA AJI PICANTE PIRI PIRI IBERIA 300 ML,SIN CATEGORIA,None,24.00,12,2.00,2.4300,2.9900,58.32,71.76
003564,BASE PARA COCINAR ASADO NEGRO OSOLE 300 GR,VIVERES,nan,48.00,24,2.00,1.1960,1.9400,57.41,93.12
002822,MEZCLA PARA TORTA DE COCO RENATA 400 GR,SIN CATEGORIA,None,48.00,12,4.00,1.1833,1.9306,56.80,92.67
005350,GRANJA CHOCOLATE UNTABLE CON LECHE 30 GR,SIN CATEGORIA,None,48.00,1,48.00,1.1808,1.9819,56.68,95.13
002821,MEZCLA PARA TORTA DE NARANJA RENATA 400 GR,REPOSTERIA,nan,48.00,12,4.00,1.1800,1.9300,56.64,92.64
000858,TE CON LIMON PARMALAT 1.5 LT,BEBIDAS,nan,24.00,6,4.00,2.3438,3.8700,56.25,92.88
000548,ENDULZANTE ORIGINAL SPLENDA 50 SOBRES,CESTA BASICA,nan,24.00,12,2.00,2.3200,4.8400,55.68,116.16
001689,CHOCOLATE DOBLE SABOR NUCITA 200 GR,SIN CATEGORIA,None,24.00,6,4.00,2.2107,4.0187,53.06,96.45
003829,CIRUELAS BANDEJA,FRUVER,None,57.00,1,57.00,0.9237,0.9600,52.65,54.72
004308,CEREAL CHOCOLATE FLIPS RISTRAS 12 UND 28 GR,SIN CATEGORIA,None,12.00,12,1.00,4.3800,5.8300,52.56,69.96
003258,TOSTONES CON SAL SALSERITOS 28 GR,SIN CATEGORIA,None,288.00,96,3.00,0.1800,0.2400,51.84,69.12
002042,MANI CON AJONJOLI HITS 160 GR.,CONFITERIA,nan,36.00,12,3.00,1.4400,1.7700,51.84,63.72
003950,MANI JAPONÉS MIXTO HITS 160 GR,CONFITERIA,nan,36.00,12,3.00,1.4400,1.7700,51.84,63.72
004716,DESODORANTE SPRAY LADY SPEED STICK PRO5 150 ML / 91 GR,SIN CATEGORIA,None,12.00,12,1.00,4.3100,5.7300,51.72,68.76
004038,VINO TINTO SELECCION CASTAÑO DOMINIO ESPINAL 750 ML,BODEGON,nan,12.00,12,1.00,4.3100,8.4767,51.72,101.72
001143,MINI BROWNIES PUIG 175 GR,SIN CATEGORIA,None,48.00,16,3.00,1.0700,1.3700,51.36,65.76
003987,MOTAS DE ALGODON PROMO CHICCO 100 UND,INFANTIL,nan,24.00,12,2.00,2.0800,2.7700,49.92,66.48
000125,TE HERBAL JENGIBRE KALDINI 20 UND,BEBIDAS,nan,36.00,12,3.00,1.3767,2.6205,49.56,94.34
003968,GATARINA CON POLLO GATITOS CAT CHOW 85 GR,MASCOTAS,nan,45.00,15,3.00,1.1000,1.3500,49.50,60.75
004049,BEBIDA ICED LEMON TEA ARIZONA 650 ML,BEBIDAS,nan,24.00,24,1.00,2.0500,2.6600,49.20,63.84
003966,GATARINA ESTERILIZADOS CON CARNE PURINA CAT CHOW 85 GR,SIN CATEGORIA,None,45.00,15,3.00,1.0900,1.4908,49.05,67.09
005308,SALSA ARRABIATA KIERO 340 GR,SIN CATEGORIA,KIERO,48.00,24,2.00,1.0175,1.3412,48.84,64.38
001769,VINO DE MANZANA LA ESPAÑOLA 750 ML,SIN CATEGORIA,None,12.00,12,1.00,4.0667,6.4399,48.80,77.28
005321,DETERGENTE EN POLVO ARIEL 2 KG,SIN CATEGORIA,ARIEL,8.00,8,1.00,6.1000,7.0200,48.80,56.16
005307,SALSA BASILICO KIERO 340 GR,SIN CATEGORIA,KIERO,48.00,24,2.00,1.0045,1.2408,48.21,59.56
000161,RON Y CAFE ARAKU 750 ML,SIN CATEGORIA,None,6.00,6,1.00,8.0125,11.6996,48.08,70.20
005318,SHAMPOO KERATINA SIN SAL PANTENE 510ML,SIN CATEGORIA,PANTENE,48.00,12,4.00,1.0000,11.6466,48.00,559.04
004192,GATARINA SABORES CASEROS POLLO GATSY 1 KG,SIN CATEGORIA,None,48.00,8,6.00,1.0000,6.3300,48.00,303.84
001638,SODA AGUAKINA BIGNESS 250 ML,BEBIDAS,nan,48.00,24,2.00,1.0000,0.9700,48.00,46.56
005326,SHAMPOO CON CAFEINA HEAD & SHOULDERS 375 ML,SIN CATEGORIA,HEAD&SHOULDERS,48.00,12,4.00,1.0000,6.7586,48.00,324.41
002244,ANIS ESTAXPLOTADA BOMBONA 1 LT,BODEGON,nan,12.00,12,1.00,3.9700,4.5700,47.64,54.84
002738,GELATINA ZERO FRESA WYNCO 12 GR,SIN CATEGORIA,None,72.00,36,2.00,0.6439,0.6298,46.36,45.34
005320,DETERGENTE EN POLVO ACE 2 KG,SIN CATEGORIA,ACE,8.00,8,1.00,5.7822,7.3396,46.26,58.72
005324,SHAMPOO KERATINA SIN SAL PANTENE 300 ML,SIN CATEGORIA,PANTENE,24.00,12,2.00,1.9220,6.4486,46.13,154.77
001273,AGUA NEVADA 1.5 TL,BEBIDAS,nan,48.00,6,8.00,0.9600,1.1800,46.08,56.64
004935,VINAGRE DE MANZANA HEINZ 500 ML,SIN CATEGORIA,None,48.00,24,2.00,0.9559,1.1200,45.88,53.76
003513,CHOCOLATE VASO NUCITA 85 GR,SIN CATEGORIA,None,36.00,12,3.00,1.2696,1.9119,45.71,68.83
004177,TOALLAS SANIT. UF FLUJO MOD. ALWAYS 8 UND,SIN CATEGORIA,None,24.00,24,1.00,1.8587,2.2098,44.61,53.04
004730,BEBIDA WATERMELON ARIZONA 650 ML,SIN CATEGORIA,None,24.00,24,1.00,1.8500,2.2800,44.40,54.72
003545,WHISKY GRAND LORD 700 ML,BODEGON,nan,12.00,12,1.00,3.7000,4.2600,44.40,51.12
003661,GATARINA ADULTOS C/PESCADO PREBIOTICO CAT CHOW 500 GR,SIN CATEGORIA,None,12.00,12,1.00,3.6400,4.4800,43.68,53.76
003412,SALSA AGRIDULCE MC CORMICK 230 ML,VIVERES,nan,24.00,24,1.00,1.8100,2.6500,43.44,63.60
003471,SALSA AMOSTAZADA IBERIA 300 ML,VIVERES,nan,24.00,12,2.00,1.7800,2.1900,42.72,52.56
000557,GRANJA CHAMPIÑONES ENTEROS 200 GR,SIN CATEGORIA,None,42.00,1,42.00,1.0000,3.4400,42.00,144.48
000017,MINI LUZ LUCES DE NAVIDAD LED BLANCO,SIN CATEGORIA,None,24.00,1,24.00,1.7200,2.1993,41.28,52.78
005287,PAÑAL TIPO PANTS TALLA XL SECUREZZA 10 UND,SIN CATEGORIA,SECUREZZA,8.00,8,1.00,5.1429,10.9718,41.14,87.77
003422,SALSA DE SOYA MC CORMICK 300 ML,VIVERES,nan,24.00,24,1.00,1.7100,2.5500,41.04,61.20
003417,SALSA INGLESA MC CORMICK 300 ML,VIVERES,nan,24.00,24,1.00,1.7100,2.5500,41.04,61.20
001229,SALSA DE SOYA HEINZ 300 ML,VIVERES,nan,24.00,24,1.00,1.6790,2.6600,40.30,63.84
005332,SHAMPOO COLAGENO PANTENE 300ML,Cuidado Pers.,PANTENE,24.00,12,2.00,1.6678,8.0603,40.03,193.45
000857,TE CON DURAZNO PARMALAT 1.5 LT,BEBIDAS,nan,12.00,6,2.00,3.1500,3.8700,37.80,46.44
004575,TE ARNOLD PALMER DIET ARIZONA 340 ML,BEBIDAS,nan,24.00,12,2.00,1.5700,1.9300,37.68,46.32
001005,AGUA MINALBA 355 ML,BEBIDAS,nan,48.00,24,2.00,0.7603,0.6600,36.49,31.68
004910,CHICLE DE FRESA FREEGELLS  8 GR,CONFITERIA,nan,192.00,180,1.07,0.1900,0.2500,36.48,48.00
000249,TE HERBAL MANZANILLA CON MIEL KALDINI 20 UND,BEBIDAS,nan,24.00,12,2.00,1.5022,2.6204,36.05,62.89
005339,CHAMPU P/ NIÑOS MANZANILLA BRILLANTE EVERY NIGHT 240 ML,SIN CATEGORIA,EVERYNIGHT,36.00,12,3.00,1.0000,2.9483,36.00,106.14
004916,CHUPETA FRESA INTENSA BON BON BUM 456 GR,SIN CATEGORIA,None,30.00,15,2.00,1.1972,2.8924,35.92,86.77
005155,BATATA MUN CHYPS SALADA MUNCHY 100 GR,CONFITERIA,nan,20.00,20,1.00,1.7700,2.1800,35.40,43.60
001574,AZUCAR GLASS MONTALBAN 500 GR,CESTA BASICA,nan,20.00,20,1.00,1.7600,2.1900,35.20,43.80
001386,RON AÑEJO BLANCO SANTA TERESA 700 ML,BODEGON,nan,6.00,6,1.00,5.8100,6.6800,34.86,40.08
003949,MANI JAPONÉS JALAPEÑO HITS 160 GR,CONFITERIA,nan,24.00,12,2.00,1.4400,1.7700,34.56,42.48
004263,CREMA DE ZAPATO NEGRA CHERRY 30 GR,HOGAR,nan,12.00,12,1.00,2.8600,3.8000,34.32,45.60
004591,PERRARINA ADULTO ALTA PROTEINA CARNE-POLLO-HUEVOS DOG CHOW 2 KG,MASCOTAS,nan,6.00,6,1.00,5.7000,12.8000,34.20,76.80
004911,CHICLE DE MENTA FREEGELLS  8 GR,CONFITERIA,nan,180.00,180,1.00,0.1900,0.2500,34.20,45.00
004441,OREGANO MOLIDO GRUESO LA COMADRE 30 GR,SIN CATEGORIA,None,24.00,12,2.00,1.4231,2.3195,34.15,55.67
001357,INFUSION RELAX MC CORMICK 10 UND,BEBIDAS,nan,24.00,12,2.00,1.4200,1.8900,34.08,45.36
005345,BEBIDA SABOR A DURAZNO VITA TEA 1.5 LT,SIN CATEGORIA,None,36.00,1,36.00,0.9417,1.1109,33.90,39.99
000374,COCTEL DE FRUTAS FRUIT PUNCH ARIZONA 340 ML,BEBIDAS,nan,30.00,30,1.00,1.0800,1.7200,32.40,51.60
001437,ENCURTIDOS EN VINAGRE EUREKA 200 GR,SIN CATEGORIA,None,24.00,24,1.00,1.3373,1.8797,32.09,45.11
001766,MEZCLA PARA PANQUECAS LA LUCHA 500 GR,VIVERES,nan,24.00,12,2.00,1.3300,2.0400,31.92,48.96
001343,TE NEGRO MC CORMICK 10 UND,BEBIDAS,nan,24.00,12,2.00,1.3100,1.7400,31.44,41.76
005000,PAN MOLIDO CRUSTISSIMO 250 GR,SIN CATEGORIA,None,43.00,1,43.00,0.7200,0.9200,30.96,39.56
004576,GREEN TEA DIET ARIZONA 340 ML,BEBIDAS,nan,24.00,12,2.00,1.2850,1.9300,30.84,46.32
003932,CARAMELOS EXTREME CEREZA CHAO 100 UND,SIN CATEGORIA,None,24.00,24,1.00,1.2700,2.7050,30.48,64.92
000913,PERRARINA ADULTO CARNE CEREAL Y ARROZ K-NINA 2 KG,MASCOTAS,nan,12.00,6,2.00,2.5367,6.8977,30.44,82.77
003130,VAINITA PAQUETE 500 GR,FRUVER,nan,30.00,1,30.00,1.0000,1.0000,30.00,30.00
002404,CARAMELO SURT. MINI BUM COLOMBINA 100 UND,SIN CATEGORIA,None,16.00,16,1.00,1.8600,2.4700,29.76,39.52
001316,PAN 7 GRANOS INTEGRAL OROWEAT BIMBO 600 GR,PANADERIA,nan,13.00,1,13.00,2.2810,5.1200,29.65,66.56
001568,AZUCAR GLASS MONTALBAN 900 GR,CESTA BASICA,nan,10.00,10,1.00,2.9400,3.6600,29.40,36.60
001717,CHOCOLATE FROGGIE BOLSA ST. MORITZ 80 GR,SIN CATEGORIA,None,24.00,24,1.00,1.1867,1.6994,28.48,40.79
000268,MAQUINA DE AFEITAR DESECHABLE DALAN 3 UND,CUIDADO PERSONAL,nan,36.00,36,1.00,0.7900,1.0500,28.44,37.80
003700,FIDEO EXPRESS VERDURAS RENATA 85 GR,SIN CATEGORIA,None,50.00,50,1.00,0.5600,0.6900,28.00,34.50
002083,MERMELADA DE MORA OSOLE 200 GR,VIVERES,nan,19.00,24,0.79,1.4668,2.1993,27.87,41.79
005289,SHAMPOO BAMBU NUTRE Y CRECE PANTENE 200ML,SIN CATEGORIA,None,12.00,12,1.00,2.3218,4.8378,27.86,58.05
000914,PERRARINA ADULTO POLLO Y VEGETALES K-NINA 2 KG,MASCOTAS,nan,12.00,6,2.00,2.3171,6.8976,27.81,82.77
004943,DETERGENTE EN POLVO C/ TOQUE DOWNY ARIEL 800 GR,SIN CATEGORIA,None,15.00,15,1.00,1.7855,3.6296,26.78,54.44
002313,PASTA LARGA A GRANEL 3 KG,CESTA BASICA,nan,8.00,1,8.00,3.2620,4.3200,26.10,34.56
005360,PANETTONE CHOCOLATE CRUSTISSIMO 400 GR,SIN CATEGORIA,None,7.00,1,7.00,3.6100,5.7307,25.27,40.11
002183,CORTA UÑAS MEDIANO ALIVE,CUIDADO PERSONAL,nan,120.00,120,1.00,0.2100,0.4513,25.20,54.15
002663,MANI BOKA´S SALADO MUNCHY 170 GR,CONFITERIA,None,20.00,20,1.00,1.2432,1.9398,24.86,38.80
003666,TE NEGRO HINDU 32 GR,BEBIDAS,nan,12.00,12,1.00,2.0600,2.5200,24.72,30.24
004451,SHAMPOO KERATINA SIN SAL PANTENE 18 ML,SIN CATEGORIA,None,24.00,300,0.08,1.0000,0.3850,24.00,9.24
003664,GATARINA ADULTOS CON CARNE PREBIOTICO CAT CHOW 500 GR,MASCOTAS,nan,24.00,12,2.00,1.0000,4.2700,24.00,102.48
004058,CARAMELO DE COCO ALOKADOS 100 UND,CONFITERIA,nan,20.00,20,1.00,1.1700,2.4300,23.40,48.60
003626,CHORIPOLLO MINIPACK LA MONSERRATINA,CHARCUTERIA,nan,8.00,1,8.00,2.8800,3.6900,23.04,29.52
005286,LIMPIADOR AEROSOL LIMON PRIDE 360 CC,SIN CATEGORIA,PRIDE,12.00,12,1.00,1.9100,6.1718,22.92,74.06
001290,PAN INTEGRAL MULTI CEREAL BIMBO 600 GR,SIN CATEGORIA,None,12.00,1,12.00,1.8745,4.5200,22.49,54.24
001596,SANGRIA TINTA LA QUE MANDA 1.75 LT,SIN CATEGORIA,None,6.00,6,1.00,3.6800,4.1600,22.08,24.96
005361,PANDORO CHOCOLATE CRUSTISSIMO 450 GR,SIN CATEGORIA,None,5.00,1,5.00,3.6100,5.7307,18.05,28.65
005317,REFRESCO MANGO HOT GOLDEN 1 LT,SIN CATEGORIA,None,18.00,6,3.00,1.0000,0.7500,18.00,13.50
005346,BEBIDA SABOR A TAMARINDO JUSTY 1.5 LT,SIN CATEGORIA,JUSTY,24.00,1,24.00,0.7400,0.9100,17.76,21.84
001252,PURE DE TOMATE PASSATA HEINZ 480 GR,VIVERES,nan,12.00,12,1.00,1.4585,2.8400,17.50,34.08
005352,GALLETAS DULCES NAVIDAD NOEL 100 GR,SIN CATEGORIA,NOEL,20.00,1,20.00,0.8533,0.9807,17.07,19.61
002457,TOALLAS SANIT. ULTRAFINAS DIA&NOCHE KOTEX 8 UND,SIN CATEGORIA,KOTEX,12.00,12,1.00,1.2750,2.7923,15.30,33.51
003623,CHORIZO AHUMADO MINIPACK LA MONTSERRATINA,CHARCUTERIA,nan,8.00,1,8.00,1.9059,3.3007,15.25,26.41
000123,TE HERBAL GREEN TEA KALDINI 20 UND,SIN CATEGORIA,None,12.00,12,1.00,1.1130,2.6206,13.36,31.45
002086,MERMELADA DE GUAYABA OSOLE 200 GR,VIVERES,nan,8.00,24,0.33,1.4309,2.1992,11.45,17.59
001014,AGUA DE LIMON SPARKLING MINALBA 500 ML,SIN CATEGORIA,None,12.00,12,1.00,0.9323,1.0790,11.19,12.95
001012,AGUA GASIFICADA SPARKLING MINALBA 500 ML,SIN CATEGORIA,None,12.00,12,1.00,0.9200,1.0800,11.04,12.96
005359,PANDORO CRUSTISSIMO VAINILLA 450 GR,SIN CATEGORIA,None,3.00,1,3.00,3.2953,5.2908,9.89,15.87
000805,PASTA TORNILLO PRIMOR 1 KG,SIN CATEGORIA,None,5.00,12,0.42,1.6538,2.2200,8.27,11.10
003352,DESODORANTE CLINICAL LADY SPEED STICK 9 GR,SIN CATEGORIA,None,40.00,480,0.08,0.1900,0.4083,7.60,16.33
001291,PAN INTEGRAL AVENA LINAZA Y MIEL BIMBO 600 GR,SIN CATEGORIA,None,4.00,1,4.00,1.6325,4.5200,6.53,18.08
002549,CHOCOLORES MANI BIANCHI 30 GR,CONFITERIA,nan,24.00,144,0.17,0.2400,0.5165,5.76,12.40
003572,VINAGRETA MIEL Y MOSTAZA OSOLE 200 GR,SIN CATEGORIA,None,1.00,24,0.04,1.7800,2.1900,1.78,2.19
001307,PAN PERRO CALIENTE HOLSUM 500 GR,SIN CATEGORIA,None,1.00,1,1.00,1.6600,2.1400,1.66,2.14
001572,AZUCAR REFINADA MONTALBAN 1 KG,SIN CATEGORIA,None,36720.00,20,1836.00,,,0.00,0.00
001556,PROTECTORES DIARIOS TELA REGULAR FRIENDS 60 UND,SIN CATEGORIA,None,60.00,12,5.00,,,0.00,0.00
001929,TOSTON CON AJO INTENSO MUNCHY 110 GR,SIN CATEGORIA,None,40.00,20,2.00,,,0.00,0.00
002665,PAPAS CEBOLLA Y PEREJIL PUNCH MUNCHY 150 GR,SIN CATEGORIA,None,20.00,20,1.00,,,0.00,0.00
001935,CHISKESITOS TOCINETA MUNCHY 145 GR,SIN CATEGORIA,None,80.00,20,4.00,,,0.00,0.00
001410,PAN DE PERRO CALIENTE CON AJONJOLI JUMBO BIMBO 500 GR,PANADERIA,nan,43.00,1,43.00,,,0.00,0.00
004719,CEPILLO DENTAL 360 LUMINOUS WHITE COLGATE 2 PACK,CUIDADO PERSONAL,nan,72.00,12,6.00,,,0.00,0.00
001543,BOTECITOS DE VAINILLA ONCE ONCE PAQ 6 UND 210 GR,PANADERIA,nan,136.00,24,5.67,,,0.00,0.00
000294,WHISKY BLACK & WHITE 1 LT,BODEGON,nan,264.00,12,22.00,,,0.00,0.00
001533,PONQUECITO VAINILLA ONCE ONCE PAQ 8 UND 200 GR,PANADERIA,nan,110.00,16,6.88,,,0.00,0.00
003354,JABON HUMECTANTE OLIVA Y ALOE VERA PALMOLIVE 110 GR,CUIDADO PERSONAL,nan,2448.00,72,34.00,,,0.00,0.00
002110,VODKA MANZANA VERDE BAJO CERO 700 ML,BODEGON,nan,24.00,12,2.00,,,0.00,0.00
005162,REFRESCO MANZANITA GLUP 1 LT,SIN CATEGORIA,None,60.00,12,5.00,,,0.00,0.00
003033,PATE DE SALMON AHUMADO KALDINI 100 GR,VIVERES,nan,32.00,16,2.00,,,0.00,0.00
001625,GALLETAS DE CHOCOLATE TRIGO DE ORO 90 GR,GALLETAS,nan,510.00,30,17.00,,,0.00,0.00
001601,ARROZ INTEGRAL MARY 800 GR,SIN CATEGORIA,None,390.00,30,13.00,,,0.00,0.00
002217,MAIZ PARA COTUFAS GRAVENCA 500 GR,SIN CATEGORIA,None,2380.00,20,119.00,,,0.00,0.00
001542,BOTECITOS DE CHOCOLATE ONCE ONCE PAQ 6 UND 210 GR,PANADERIA,nan,127.00,24,5.29,,,0.00,0.00
001541,BOTECITOS DE FRESA ONCE ONCE PAQ 6 UND 210 GR,PANADERIA,nan,146.00,24,6.08,,,0.00,0.00
002216,CARAOTAS NEGRAS GRAVENCA 500 GR,SIN CATEGORIA,None,4520.00,20,226.00,,,0.00,0.00
002192,DETERGENTE EN POLVO SUAVIZANTE ALIVE 1 KG,LIMPIEZA,nan,1428.00,12,119.00,,,0.00,0.00
002171,PASTA VERMICELLI TRADICIONAL MARY 1 KG,CESTA BASICA,nan,12168.00,12,1014.00,,,0.00,0.00
005161,REFRESCO PIÑA GLUP 1 LT,SIN CATEGORIA,None,240.00,12,20.00,,,0.00,0.00
004810,GALLETAS DE CHOCOLATE BOOM OREO 108 GR,GALLETAS,nan,96.00,48,2.00,,,0.00,0.00
001969,AGUA MINERAL CRISTAL 600 ML,SIN CATEGORIA,None,312.00,12,26.00,,,0.00,0.00
005141,NECTAR DE MANZANA GRANJA 200 ML,BEBIDAS,nan,3645.00,27,135.00,,,0.00,0.00
000937,CHOCOLATE CREMOSA NAVIDAD SAVOY 70 GR,CONFITERIA,nan,432.00,144,3.00,,,0.00,0.00
001279,REFRESCO LIGHT COCA COLA 2 LT,BEBIDAS,nan,192.00,6,32.00,,,0.00,0.00
005130,GALLETA WAFER MAX COCO 0.460 GR,SIN CATEGORIA,None,36.00,12,3.00,,,0.00,0.00
005131,GALLETAS CRAKEÑAS CLUB 192 GR,SIN CATEGORIA,None,48.00,24,2.00,,,0.00,0.00
004253,CREMA DE CHAMPIÑONES MAGGI 58 GR,VIVERES,nan,54.00,24,2.25,,,0.00,0.00
000708,GEL FIJADOR POWER EVERY NIGHT 250 GR,CUIDADO PERSONAL,nan,276.00,12,23.00,,,0.00,0.00
000707,GEL FIJADOR STRONG EVERY NIGHT 250 GR,CUIDADO PERSONAL,nan,564.00,12,47.00,,,0.00,0.00
001765,MEZCLA TORTA DE CHOCOLATE LA LUCHA 500 GR,SIN CATEGORIA,None,12.00,12,1.00,,,0.00,0.00
000783,MALTA DE BOTELLA NO RETORNABLE REGIONAL 207 ML,BEBIDAS,nan,1272.00,24,53.00,,,0.00,0.00
002406,GALLETA CHOCOLATE MUUU 408 GR,SIN CATEGORIA,None,72.00,24,3.00,,,0.00,0.00
002389,LAVAPLATOS EN CREMA CORTA GRASA LIMON AXION 450 GR,LIMPIEZA,nan,624.00,24,26.00,,,0.00,0.00
000350,JAMON ENDIABLADO CON QUESO AHULUX 150 GR,CHARCUTERIA,nan,330.00,1,330.00,,,0.00,0.00
000349,JAMON ENDIABLADO AHUMADO AHULUX 150 GR,CHARCUTERIA,nan,480.00,1,480.00,,,0.00,0.00
000677,SUAVIZANTE CUIDADO SUPERIOR FRESCA PRIMAVERA SUAVITEL 180 ML,LIMPIEZA,nan,1120.00,56,20.00,,,0.00,0.00
005134,GALLETA WAFER FRESA 288 GR,SIN CATEGORIA,None,24.00,24,1.00,,,0.00,0.00
005179,AGUA GASIFICADA SABOR A MANZANA NEVADA 355 ML,SIN CATEGORIA,NEVADA,84.00,12,7.00,,,0.00,0.00
005177,AGUA GASIFICADA SABOR A MANZANA NEVADA 1.5L,SIN CATEGORIA,None,54.00,6,9.00,,,0.00,0.00
005178,AGUA GASIFICADA SABOR A PARCHITA NEVADA 1.5 LT,BEBIDAS,nan,42.00,6,7.00,,,0.00,0.00
003259,TOSTON CON SAL SALSERITOS 80 GR,CONFITERIA,nan,140.00,35,4.00,,,0.00,0.00
004863,DETERGENTE LIQUIDO PROTECCION Y CUIDADO WOOLITE 900 ML,LIMPIEZA,nan,12.00,12,1.00,,,0.00,0.00
003851,SALSA BECHAMEL MAGGI 50 GR,VIVERES,nan,192.00,24,8.00,,,0.00,0.00
005237,BEBIDA LÁCTEA CON AVENA LA VITTA TETRA 200ML,BEBIDAS,nan,48.00,24,2.00,,,0.00,0.00
005204,PASTA TALLARINES PREMIUM LA ESPECIAL 500 GR,SIN CATEGORIA,None,84.00,12,7.00,,,0.00,0.00
000661,CREMA DENTAL EXTREMA BLANCURA COLGATE 75 ML,CUIDADO PERSONAL,nan,2592.00,48,54.00,,,0.00,0.00
000632,DETERGENTE EN POLVO REGULAR ARIEL 500 GR,SIN CATEGORIA,None,234.00,18,13.00,,,0.00,0.00
005203,PASTA LINGUINE COLLEZIONE PREMIUM LA ESPECIAL 500 GR,CESTA BASICA,nan,120.00,12,10.00,,,0.00,0.00
000631,DETERGENTE EN POLVO ACE LIMPIEZA COMPLETA 500 GR,SIN CATEGORIA,None,270.00,18,15.00,,,0.00,0.00
001310,PAN DE PERRO CALIENTE CON AJONJOLI FIESTA BIMBO 420 GR,SIN CATEGORIA,None,6.00,1,6.00,,,0.00,0.00
000614,DETERGENTE EN POLVO ACE LIMPIEZA COMPLETA 800 GR,SIN CATEGORIA,None,180.00,15,12.00,,,0.00,0.00
000566,ARANDANOS BANDEJA,FRUVER,None,45.00,1,45.00,,,0.00,0.00
001557,TOALLAS SANITARIAS NOCTURNA SIN ALAS FRIENDS 10 UND,CUIDADO PERSONAL,nan,216.00,12,18.00,,,0.00,0.00
000488,AJO EN MALLA,FRUVER,nan,2100.00,10,210.00,,,0.00,0.00
000412,JAMON ENDIABLADO DE POLLO AHUMADO AHULUX 150 GR,CHARCUTERIA,nan,600.00,1,600.00,,,0.00,0.00
004524,GRANJA LAGARTO C/ HUESO BDJ 1 KG,SIN CATEGORIA,None,456.00,1,456.00,,,0.00,0.00
001342,SIROPE DE MAPLE MC CORMICK 260 ML,REPOSTERIA,nan,12.00,12,1.00,,,0.00,0.00
001319,PAN CONTIGO BLANCO BIMBO 350 GR,PANADERIA,nan,605.00,1,605.00,,,0.00,0.00
001627,GALLETAS DE CHOCOLATE MULTIPACK TRIGO DE ORO 150 GR,GALLETAS,nan,300.00,30,10.00,,,0.00,0.00
001628,GALLETA FRUTICAS MULTIPACK TRIGO DE ORO 150 GR,SIN CATEGORIA,None,150.00,30,5.00,,,0.00,0.00
001303,TORTILLAS RAPIDITAS CHIA Y QUINOA BIMBO 330 GR,PANADERIA,nan,358.00,1,358.00,,,0.00,0.00
004526,COSTILLA DE RES GRANJA BANDEJA 1 KG,CARNICERIA,nan,599.00,1,599.00,,,0.00,0.00
001302,TORTILLAS MEDITERRANEAS BIMBO 330 GR,PANADERIA,nan,241.00,1,241.00,,,0.00,0.00
001297,GALLETAS CHOCO CHOCO TOMA 2 4 UND 45 GR,GALLETAS,nan,67.00,1,67.00,,,0.00,0.00
001293,CANELITAS MARINELA 240 GR,GALLETAS,nan,108.00,1,108.00,,,0.00,0.00
001292,POLVORONES SABOR NARANJA MARINELA BIMBO 300 GR,GALLETAS,nan,243.00,1,243.00,,,0.00,0.00
001277,REFRESCO CHINOTTO 1.5 LT,BEBIDAS,nan,438.00,6,73.00,,,0.00,0.00
005189,AZUCAR REFINADA SABANA DULCE 1 KG,CESTA BASICA,nan,20500.00,20,1025.00,,,0.00,0.00
001274,AGUA NEVADA 5 LT,SIN CATEGORIA,None,12.00,2,6.00,,,0.00,0.00
003850,SALSA PARA PASTA AMATRICIANA CON TOCINETA OSOLE 340 GR,VIVERES,nan,336.00,24,14.00,,,0.00,0.00
004791,WHISKY 13 AÑOS CHIVAS REGAL 700 ML,BODEGON,nan,6.00,6,1.00,,,0.00,0.00
001459,PLATANITOS ONDULADOS FRITO LAY 145 GR,CONFITERIA,nan,4.00,1,4.00,,,0.00,0.00
001457,CHEESE TRIS XXL FRITO LAY 450 GR,CONFITERIA,nan,88.00,8,11.00,,,0.00,0.00
004588,JABON ANT. GLIC+OMEGA 3 PROTEX 110 GR,SIN CATEGORIA,None,72.00,72,1.00,,,0.00,0.00
001456,DORITOS MEGA QUESO XXL FRITO LAY 420 GR,CONFITERIA,nan,64.00,8,8.00,,,0.00,0.00
004185,MAQUINA DE AFEITAR VENUS GILLETTE 4 UND,SIN CATEGORIA,None,12.00,6,2.00,,,0.00,0.00
001432,MOSTAZA EUREKA 190 GR,VIVERES,nan,1320.00,24,55.00,,,0.00,0.00
001411,TORTILLAS DE DIETA BIMBO 12 UND 330 GR,PANADERIA,nan,293.00,1,293.00,,,0.00,0.00
